Date,Open,High,Low,Close,Adj Close,Volume
"Apr 14, 2025","4,650.00","4,750.00","4,650.00","4,750.00","4,750.00","423,716,000"
"Apr 11, 2025","5,000.00","5,175.00","4,950.00","5,100.00","4,633.82","384,917,500"
"Apr 10, 2025","5,200.00","5,225.00","4,970.00","5,025.00","4,565.67","559,966,600"
"Apr 9, 2025","4,630.00","4,790.00","4,630.00","4,710.00","4,279.46","316,821,100"
"Apr 8, 2025","4,500.00","4,830.00","4,500.00","4,670.00","4,243.12","738,455,000"
"Mar 27, 2025","5,150.00","5,250.00","5,050.00","5,200.00","4,724.67","301,025,300"
"Mar 26, 2025","4,980.00","5,175.00","4,930.00","5,150.00","4,679.25","582,172,700"
"Mar 25, 2025","4,500.00","4,810.00","4,500.00","4,740.00","4,306.72","313,034,100"
"Mar 24, 2025","4,350.00","4,530.00","4,250.00","4,460.00","4,052.32","319,017,400"
"Mar 21, 2025","4,600.00","4,610.00","4,380.00","4,410.00","4,006.89","374,396,400"
"Mar 20, 2025","4,760.00","4,770.00","4,610.00","4,620.00","4,197.69","138,209,700"
"Mar 19, 2025","4,530.00","4,700.00","4,440.00","4,680.00","4,252.21","273,084,900"
"Mar 18, 2025","4,680.00","4,690.00","4,300.00","4,530.00","4,115.92","387,565,100"
"Mar 17, 2025","4,740.00","4,770.00","4,660.00","4,680.00","4,252.21","135,692,800"
"Mar 14, 2025","4,640.00","4,800.00","4,640.00","4,740.00","4,306.72","154,331,400"
"Mar 13, 2025","4,940.00","4,940.00","4,710.00","4,740.00","4,306.72","176,286,000"
"Mar 12, 2025","4,750.00","4,880.00","4,750.00","4,880.00","4,433.93","129,973,900"
"Mar 11, 2025","4,650.00","4,780.00","4,640.00","4,740.00","4,306.72","150,738,100"
"Mar 10, 2025","4,730.00","4,760.00","4,660.00","4,710.00","4,279.46","231,152,200"
"Mar 7, 2025","4,870.00","4,870.00","4,810.00","4,840.00","4,397.58","117,916,600"
"Mar 6, 2025","4,910.00","4,980.00","4,870.00","4,870.00","4,424.84","194,909,200"
"Mar 5, 2025","4,860.00","5,050.00","4,860.00","4,860.00","4,415.75","252,222,800"
"Mar 4, 2025","4,900.00","4,920.00","4,750.00","4,840.00","4,397.58","144,346,500"
"Mar 3, 2025","4,750.00","4,980.00","4,700.00","4,900.00","4,452.10","257,118,300"
"Feb 28, 2025","4,620.00","4,690.00","4,550.00","4,600.00","4,179.52","464,696,700"
"Feb 27, 2025","4,930.00","4,950.00","4,660.00","4,660.00","4,234.04","334,919,800"
"Feb 26, 2025","4,860.00","4,980.00","4,850.00","4,920.00","4,470.27","161,836,900"
"Feb 25, 2025","5,000.00","5,025.00","4,860.00","4,870.00","4,424.84","224,607,800"
"Feb 24, 2025","5,050.00","5,075.00","4,980.00","5,025.00","4,565.67","127,578,500"
"Feb 21, 2025","5,000.00","5,100.00","5,000.00","5,075.00","4,611.10","152,528,600"
"Feb 20, 2025","5,125.00","5,225.00","5,100.00","5,150.00","4,679.25","98,363,500"
"Feb 19, 2025","5,375.00","5,400.00","5,125.00","5,175.00","4,701.96","204,335,500"
"Feb 18, 2025","5,450.00","5,550.00","5,375.00","5,450.00","4,951.82","157,430,200"
"Feb 17, 2025","5,200.00","5,475.00","5,175.00","5,425.00","4,929.11","223,837,300"
"Feb 14, 2025","5,100.00","5,200.00","4,970.00","5,125.00","4,656.53","239,709,300"
"Feb 13, 2025","4,940.00","5,075.00","4,900.00","5,025.00","4,565.67","215,271,400"
"Feb 12, 2025","4,920.00","4,950.00","4,830.00","4,940.00","4,488.44","225,073,300"
"Feb 11, 2025","4,750.00","4,950.00","4,750.00","4,880.00","4,433.93","316,743,200"
"Feb 10, 2025","5,150.00","5,150.00","4,990.00","5,000.00","4,542.96","169,384,300"
"Feb 7, 2025","5,000.00","5,150.00","4,950.00","5,150.00","4,679.25","407,896,100"
"Feb 6, 2025","5,425.00","5,425.00","5,000.00","5,100.00","4,633.82","642,118,700"
"Feb 5, 2025","5,600.00","5,600.00","5,475.00","5,525.00","5,019.97","185,656,000"
"Feb 4, 2025","5,825.00","5,850.00","5,625.00","5,675.00","5,156.26","121,871,500"
"Feb 3, 2025","5,975.00","6,000.00","5,700.00","5,800.00","5,269.83","182,181,700"
"Jan 31, 2025","6,175.00","6,225.00","6,025.00","6,025.00","5,474.26","107,861,000"
"Jan 30, 2025","6,100.00","6,225.00","6,075.00","6,100.00","5,542.41","101,400,400"
"Jan 24, 2025","6,250.00","6,250.00","6,125.00","6,125.00","5,565.12","96,161,800"
"Jan 23, 2025","6,200.00","6,300.00","6,175.00","6,175.00","5,610.55","120,893,700"
"Jan 22, 2025","6,150.00","6,200.00","6,100.00","6,150.00","5,587.84","117,929,800"
"Jan 21, 2025","6,100.00","6,175.00","6,025.00","6,050.00","5,496.98","115,355,900"
"Jan 20, 2025","6,000.00","6,050.00","5,925.00","6,000.00","5,451.55","84,338,400"
"Jan 17, 2025","5,800.00","6,050.00","5,750.00","5,875.00","5,337.97","114,054,600"
"Jan 16, 2025","6,075.00","6,200.00","5,850.00","5,875.00","5,337.97","204,359,900"
"Jan 15, 2025","5,475.00","5,825.00","5,450.00","5,750.00","5,224.40","194,025,700"
"Jan 14, 2025","5,425.00","5,575.00","5,400.00","5,400.00","4,906.39","97,351,900"
"Jan 13, 2025","5,500.00","5,550.00","5,475.00","5,525.00","5,019.97","99,953,900"
"Jan 10, 2025","5,750.00","5,775.00","5,600.00","5,600.00","5,088.11","77,751,500"
"Jan 9, 2025","5,725.00","5,775.00","5,700.00","5,750.00","5,224.40","56,491,700"
"Jan 8, 2025","5,600.00","5,750.00","5,600.00","5,750.00","5,224.40","118,246,100"
"Jan 7, 2025","5,600.00","5,650.00","5,550.00","5,600.00","5,088.11","96,982,300"
"Jan 6, 2025","5,825.00","5,825.00","5,650.00","5,675.00","5,156.26","68,443,700"
"Jan 3, 2025","5,850.00","5,875.00","5,775.00","5,800.00","5,269.83","58,067,100"
"Jan 2, 2025","5,700.00","5,850.00","5,700.00","5,850.00","5,315.26","82,914,600"
"Dec 30, 2024","5,675.00","5,750.00","5,650.00","5,700.00","5,178.97","96,782,100"
"Dec 27, 2024","5,750.00","5,850.00","5,750.00","5,800.00","5,269.83","46,126,800"
"Dec 24, 2024","5,825.00","5,875.00","5,750.00","5,750.00","5,224.40","41,240,900"
"Dec 23, 2024","5,800.00","5,875.00","5,725.00","5,825.00","5,292.54","82,910,100"
"Dec 20, 2024","5,675.00","5,750.00","5,625.00","5,675.00","5,156.26","148,568,600"
"Dec 19, 2024","5,625.00","5,725.00","5,600.00","5,675.00","5,156.26","277,793,000"
"Dec 18, 2024","5,925.00","6,000.00","5,775.00","5,825.00","5,292.54","153,164,600"
"Dec 17, 2024","6,050.00","6,075.00","5,925.00","5,950.00","5,406.12","72,109,300"
"Dec 16, 2024","5,900.00","6,100.00","5,900.00","6,075.00","5,519.69","105,375,900"
"Dec 13, 2024","6,025.00","6,100.00","5,975.00","6,025.00","5,474.26","135,581,400"
"Dec 12, 2024","6,200.00","6,225.00","6,100.00","6,125.00","5,565.12","96,707,500"
"Dec 11, 2024","6,300.00","6,400.00","6,300.00","6,300.00","5,724.13","62,509,600"
"Dec 10, 2024","6,275.00","6,325.00","6,225.00","6,300.00","5,724.13","92,245,000"
"Dec 9, 2024","6,175.00","6,375.00","6,175.00","6,375.00","5,792.27","74,220,300"
"Dec 6, 2024","6,200.00","6,275.00","6,125.00","6,225.00","5,655.98","75,989,700"
"Dec 5, 2024","6,350.00","6,375.00","6,150.00","6,150.00","5,587.84","69,528,700"
"Dec 4, 2024","6,275.00","6,450.00","6,225.00","6,375.00","5,792.27","75,260,000"
"Dec 3, 2024","6,100.00","6,275.00","6,100.00","6,275.00","5,701.41","99,509,800"
"Dec 2, 2024","6,175.00","6,250.00","5,975.00","6,000.00","5,451.55","114,555,300"
"Nov 29, 2024","6,325.00","6,375.00","6,125.00","6,150.00","5,587.84","157,628,700"
"Nov 28, 2024","6,350.00","6,525.00","6,350.00","6,450.00","5,860.41","81,883,200"
"Nov 26, 2024","6,600.00","6,600.00","6,325.00","6,400.00","5,814.98","107,194,300"
"Nov 25, 2024","6,325.00","6,600.00","6,325.00","6,575.00","5,973.99","183,449,100"
"Nov 22, 2024","6,125.00","6,300.00","6,100.00","6,250.00","5,678.70","80,236,400"
"Nov 21, 2024","6,225.00","6,225.00","6,125.00","6,150.00","5,587.84","76,579,300"
"Nov 20, 2024","6,325.00","6,350.00","6,200.00","6,225.00","5,655.98","68,707,200"
"Nov 19, 2024","6,375.00","6,375.00","6,225.00","6,250.00","5,678.70","95,495,700"
"Nov 18, 2024","6,350.00","6,425.00","6,225.00","6,325.00","5,746.84","77,471,700"
"Nov 15, 2024","6,300.00","6,400.00","6,300.00","6,350.00","5,769.55","41,079,700"
"Nov 14, 2024","6,375.00","6,475.00","6,350.00","6,375.00","5,792.27","69,750,600"
"Nov 13, 2024","6,500.00","6,550.00","6,400.00","6,425.00","5,837.70","102,748,300"
"Nov 12, 2024","6,375.00","6,450.00","6,325.00","6,375.00","5,792.27","117,281,700"
"Nov 11, 2024","6,300.00","6,450.00","6,150.00","6,350.00","5,769.55","125,606,000"
"Nov 8, 2024","6,425.00","6,525.00","6,275.00","6,325.00","5,746.84","192,423,000"
"Nov 7, 2024","6,500.00","6,550.00","6,425.00","6,425.00","5,837.70","154,758,500"
"Nov 6, 2024","6,925.00","6,925.00","6,550.00","6,550.00","5,951.27","147,272,800"
"Nov 5, 2024","6,725.00","6,950.00","6,675.00","6,925.00","6,291.99","88,661,200"
"Nov 4, 2024","6,600.00","6,800.00","6,525.00","6,750.00","6,132.99","80,208,800"
"Nov 1, 2024","6,725.00","6,725.00","6,550.00","6,650.00","6,042.13","101,423,100"
"Oct 31, 2024","6,750.00","6,825.00","6,700.00","6,700.00","6,087.56","126,730,700"
"Oct 30, 2024","6,575.00","6,775.00","6,575.00","6,750.00","6,132.99","122,132,700"
"Oct 29, 2024","6,800.00","6,850.00","6,725.00","6,825.00","6,201.14","91,268,300"
"Oct 28, 2024","7,075.00","7,075.00","6,800.00","6,825.00","6,201.14","114,500,800"
"Oct 25, 2024","6,975.00","7,050.00","6,975.00","7,050.00","6,405.57","34,637,500"
"Oct 24, 2024","7,000.00","7,150.00","6,975.00","6,975.00","6,337.42","65,877,100"
"Oct 23, 2024","7,075.00","7,125.00","7,025.00","7,075.00","6,428.28","38,222,900"
"Oct 22, 2024","7,150.00","7,175.00","7,075.00","7,075.00","6,428.28","43,582,700"
"Oct 21, 2024","7,250.00","7,250.00","7,125.00","7,200.00","6,541.86","43,056,000"
"Oct 18, 2024","7,275.00","7,300.00","7,175.00","7,175.00","6,519.14","57,379,200"
"Oct 17, 2024","7,050.00","7,250.00","7,000.00","7,225.00","6,564.57","90,219,900"
"Oct 16, 2024","7,050.00","7,075.00","6,925.00","7,000.00","6,360.14","133,022,500"
"Oct 15, 2024","7,000.00","7,100.00","6,925.00","7,050.00","6,405.57","90,358,600"
"Oct 14, 2024","6,925.00","6,975.00","6,900.00","6,925.00","6,291.99","55,885,300"
"Oct 11, 2024","7,025.00","7,025.00","6,925.00","6,950.00","6,314.71","45,331,500"
"Oct 10, 2024","6,925.00","7,050.00","6,900.00","6,950.00","6,314.71","44,291,900"
"Oct 9, 2024","7,075.00","7,175.00","6,950.00","6,950.00","6,314.71","76,515,700"
"Oct 8, 2024","6,825.00","7,175.00","6,775.00","7,075.00","6,428.28","132,141,500"
"Oct 7, 2024","6,925.00","6,925.00","6,800.00","6,875.00","6,246.56","103,943,100"
"Oct 4, 2024","7,025.00","7,050.00","6,900.00","6,950.00","6,314.71","79,485,300"
"Oct 3, 2024","7,000.00","7,075.00","6,900.00","7,050.00","6,405.57","86,264,900"
"Oct 2, 2024","7,025.00","7,100.00","6,925.00","6,975.00","6,337.42","91,076,400"
"Oct 1, 2024","7,000.00","7,075.00","6,950.00","7,050.00","6,405.57","82,690,100"
"Sep 30, 2024","7,000.00","7,025.00","6,875.00","6,925.00","6,291.99","166,203,500"
"Sep 27, 2024","7,025.00","7,125.00","7,000.00","7,050.00","6,405.57","161,405,200"
"Sep 26, 2024","7,175.00","7,200.00","7,100.00","7,175.00","6,519.14","173,044,000"
"Sep 25, 2024","7,350.00","7,350.00","7,050.00","7,200.00","6,541.86","192,197,100"
"Sep 24, 2024","7,400.00","7,475.00","7,375.00","7,425.00","6,746.29","81,817,100"
"Sep 23, 2024","7,325.00","7,450.00","7,300.00","7,450.00","6,769.00","79,675,600"
"Sep 20, 2024","7,400.00","7,425.00","7,300.00","7,300.00","6,632.72","97,901,700"
"Sep 19, 2024","7,450.00","7,550.00","7,400.00","7,400.00","6,723.58","124,377,800"
"Sep 18, 2024","7,375.00","7,450.00","7,350.00","7,400.00","6,723.58","47,279,200"
"Sep 17, 2024","7,325.00","7,450.00","7,300.00","7,425.00","6,746.29","96,428,000"
"Sep 13, 2024","7,300.00","7,300.00","7,225.00","7,275.00","6,610.00","45,854,000"
"Sep 12, 2024","7,375.00","7,425.00","7,300.00","7,300.00","6,632.72","68,254,300"
"Sep 11, 2024","7,300.00","7,400.00","7,275.00","7,375.00","6,700.86","91,822,300"
"Sep 10, 2024","7,250.00","7,275.00","7,225.00","7,250.00","6,587.29","73,515,700"
"Sep 9, 2024","7,250.00","7,250.00","7,200.00","7,250.00","6,587.29","71,430,300"
"Sep 6, 2024","7,175.00","7,275.00","7,150.00","7,250.00","6,587.29","63,619,300"
"Sep 5, 2024","7,125.00","7,225.00","7,125.00","7,175.00","6,519.14","59,432,000"
"Sep 4, 2024","7,000.00","7,175.00","7,000.00","7,175.00","6,519.14","78,789,800"
"Sep 3, 2024","7,200.00","7,250.00","7,050.00","7,075.00","6,428.28","75,100,800"
"Sep 2, 2024","7,200.00","7,275.00","7,125.00","7,200.00","6,541.86","82,176,000"
"Aug 30, 2024","7,100.00","7,175.00","7,075.00","7,125.00","6,473.71","153,760,500"
"Aug 29, 2024","7,300.00","7,300.00","7,100.00","7,100.00","6,451.00","94,475,900"
"Aug 28, 2024","7,025.00","7,225.00","7,000.00","7,225.00","6,564.57","114,606,200"
"Aug 27, 2024","7,025.00","7,050.00","6,925.00","7,025.00","6,382.85","91,686,700"
"Aug 26, 2024","7,050.00","7,100.00","7,000.00","7,050.00","6,405.57","78,515,400"
"Aug 23, 2024","7,000.00","7,075.00","6,975.00","7,050.00","6,405.57","111,752,100"
"Aug 22, 2024","7,150.00","7,175.00","6,925.00","7,050.00","6,405.57","157,323,000"
"Aug 21, 2024","7,300.00","7,300.00","7,225.00","7,250.00","6,587.29","88,487,800"
"Aug 20, 2024","7,200.00","7,350.00","7,150.00","7,200.00","6,541.86","102,615,900"
"Aug 19, 2024","7,075.00","7,150.00","7,025.00","7,150.00","6,496.43","50,246,100"
"Aug 16, 2024","7,075.00","7,125.00","7,025.00","7,075.00","6,428.28","64,266,400"
"Aug 15, 2024","7,075.00","7,075.00","6,925.00","7,025.00","6,382.85","75,955,500"
"Aug 14, 2024","7,075.00","7,100.00","7,025.00","7,075.00","6,428.28","97,695,100"
"Aug 13, 2024","6,850.00","7,000.00","6,850.00","7,000.00","6,360.14","68,666,000"
"Aug 12, 2024","6,875.00","6,900.00","6,775.00","6,900.00","6,269.28","50,756,000"
"Aug 9, 2024","6,825.00","6,900.00","6,800.00","6,850.00","6,223.85","79,710,700"
"Aug 8, 2024","6,800.00","6,850.00","6,725.00","6,800.00","6,178.42","81,408,500"
"Aug 7, 2024","6,725.00","6,775.00","6,650.00","6,775.00","6,155.71","84,582,200"
"Aug 6, 2024","6,650.00","6,700.00","6,525.00","6,625.00","6,019.42","95,785,000"
"Aug 5, 2024","6,700.00","6,725.00","6,500.00","6,575.00","5,973.99","184,384,000"
"Aug 2, 2024","6,700.00","6,875.00","6,675.00","6,800.00","6,178.42","167,892,400"
"Aug 1, 2024","6,550.00","6,750.00","6,500.00","6,750.00","6,132.99","163,086,200"
"Jul 31, 2024","6,400.00","6,475.00","6,375.00","6,400.00","5,814.98","99,004,100"
"Jul 30, 2024","6,475.00","6,550.00","6,375.00","6,475.00","5,883.13","86,701,400"
"Jul 29, 2024","6,550.00","6,550.00","6,450.00","6,475.00","5,883.13","54,435,300"
"Jul 26, 2024","6,575.00","6,625.00","6,500.00","6,550.00","5,951.27","76,519,500"
"Jul 25, 2024","6,450.00","6,575.00","6,400.00","6,575.00","5,973.99","66,655,400"
"Jul 24, 2024","6,500.00","6,575.00","6,475.00","6,475.00","5,883.13","63,940,900"
"Jul 23, 2024","6,750.00","6,750.00","6,550.00","6,625.00","6,019.42","77,861,700"
"Jul 22, 2024","6,575.00","6,700.00","6,525.00","6,700.00","6,087.56","110,467,000"
"Jul 19, 2024","6,500.00","6,525.00","6,450.00","6,525.00","5,928.56","63,165,500"
"Jul 18, 2024","6,550.00","6,600.00","6,500.00","6,550.00","5,951.27","132,532,000"
"Jul 17, 2024","6,450.00","6,525.00","6,375.00","6,450.00","5,860.41","109,729,800"
"Jul 16, 2024","6,400.00","6,400.00","6,300.00","6,350.00","5,769.55","64,687,900"
"Jul 15, 2024","6,450.00","6,450.00","6,300.00","6,350.00","5,769.55","66,071,800"
"Jul 12, 2024","6,450.00","6,550.00","6,400.00","6,425.00","5,837.70","136,132,200"
"Jul 11, 2024","6,400.00","6,425.00","6,350.00","6,400.00","5,814.98","66,789,800"
"Jul 10, 2024","6,375.00","6,450.00","6,300.00","6,375.00","5,792.27","59,685,300"
"Jul 9, 2024","6,225.00","6,400.00","6,200.00","6,375.00","5,792.27","84,177,600"
"Jul 8, 2024","6,400.00","6,425.00","6,200.00","6,225.00","5,655.98","138,144,000"
"Jul 5, 2024","6,325.00","6,500.00","6,300.00","6,425.00","5,837.70","111,646,800"
"Jul 4, 2024","6,250.00","6,400.00","6,225.00","6,250.00","5,678.70","90,147,800"
"Jul 3, 2024","6,275.00","6,300.00","6,100.00","6,225.00","5,655.98","70,017,100"
"Jul 2, 2024","6,275.00","6,350.00","6,150.00","6,200.00","5,633.27","159,356,600"
"Jul 1, 2024","6,175.00","6,250.00","6,100.00","6,250.00","5,678.70","100,408,200"
"Jun 28, 2024","6,000.00","6,250.00","6,000.00","6,150.00","5,587.84","191,371,600"
"Jun 27, 2024","5,900.00","6,075.00","5,875.00","6,000.00","5,451.55","117,602,400"
"Jun 26, 2024","5,950.00","6,025.00","5,850.00","5,850.00","5,315.26","92,895,700"
"Jun 25, 2024","5,925.00","5,975.00","5,825.00","5,925.00","5,383.40","159,983,800"
"Jun 24, 2024","6,075.00","6,125.00","6,000.00","6,000.00","5,451.55","58,831,900"
"Jun 21, 2024","6,050.00","6,200.00","6,025.00","6,125.00","5,565.12","184,240,600"
"Jun 20, 2024","5,825.00","5,950.00","5,750.00","5,950.00","5,406.12","82,660,000"
"Jun 19, 2024","5,775.00","5,850.00","5,675.00","5,750.00","5,224.40","116,004,200"
"Jun 14, 2024","5,850.00","5,875.00","5,650.00","5,750.00","5,224.40","203,241,500"
"Jun 13, 2024","5,975.00","6,000.00","5,850.00","5,875.00","5,337.97","162,616,700"
"Jun 12, 2024","6,050.00","6,075.00","5,900.00","5,925.00","5,383.40","120,857,200"
"Jun 11, 2024","6,200.00","6,250.00","6,125.00","6,125.00","5,565.12","56,254,400"
"Jun 10, 2024","6,275.00","6,350.00","6,200.00","6,275.00","5,701.41","80,154,400"
